favorite_count,full_text,hashtags,retweet_count,year,party_id
156,"b'Feminism doesn\xe2\x80\x99t favor women over men, #feminism is about the belief that women should have the same rights and the same opportunities for success that men do. We are not putting down men, we are raising up women. https://t.co/QNfocQYjMb'",feminism,64,2018,D
6,b'Remembering also that Hawai\xe2\x80\x99i too fought for suffrage; check out this 1912 article on the movement in the Territory. #womensvote100 #suffragesisters #suffragents https://t.co/wPmGNwzLzC',womensvote100 suffragesisters suffragents,2,2019,D
0,"b""RT @uspirg: Dan Smith @uspirg says time for Congress to show it's serious about #GetMoneyOut by passing #govbythepeople http://t.co/1vFTthc\xe2\x80\xa6""",GetMoneyOut govbythepeople,4,2015,D
0,"b""RT @FOX21News: Fremont County joins #COSprings, Pueblo for Saturday's Nat'l Drug Take Back Event. See participating locations here: https:/\xe2\x80\xa6""",COSprings,1,2017,R
4,b'Proud to fly the #Cards flag from my office window in Washington. #L1C4 http://t.co/S7JvlzeFGt',Cards L1C4,10,2013,D
17,"b'This year, over 20 transgender and gender non-conforming people have been killed in acts of anti-trans violence, hate, and bigotry. 2/3 #TransDayofRemembrance'",TransDayofRemembrance,3,2019,D
0,b'Robert attended a #jobs announcement at National Technical Systems in Rustburg. Read more here: http://t.co/vOHURS6w http://t.co/OHB1XAdP',jobs,0,2012,R
12,"b""Today, we celebrate the 50th anniversary of the #Apollo11 launch, when our nation worked together to put the first man on the moon. This momentous scientific accomplishment was just the beginning for our country's space journey. https://t.co/yzhWuFg0QP""",Apollo11,3,2019,D
1,b'Several Idaho veterans and volunteers were recognized at a ceremony in Boise on Monday. #idpol\xe2\x80\xa6 http://t.co/2BAHFzRqq1',idpol,2,2013,R
1,"b'Speaking at a #jobs rally about ""Buy American"" language for taxpayer funded water projects; Manufacturing = Jobs http://t.co/ajcutXRjWS'",jobs,2,2014,R
0,b'MT @azcentral: Valley could see record highs today http://t.co/OxkURqWF6t #onlyinaz #sunnyand75',onlyinaz sunnyand75,0,2014,R
9,b'.#DemocratMemo makes #LoisLerner testimony look complete! It\xe2\x80\x99s the #Congressional equivalent of the \xe2\x80\x9cdog ate my homework\xe2\x80\x9d. We seen more substance in a 140 character tweet. #HouseIntelligenceCommittee  https://t.co/IWlruUeH09',DemocratMemo LoisLerner Congressional HouseIntelligenceCommittee,1,2018,R
0,"b""I enjoyed reading to Ms. Meyer's kindergarten class at Bluff View Elem. School in #LakeCity. #stribpol #polanimal http://t.co/Uk8Er5Y2""",LakeCity stribpol polanimal,1,2013,R
6,b'More information from #IRS can be found at https://t.co/kqYwzTPPFQ. You can also visit my website at https://t.co/sqaVvEl6BL where we will be updating our guidance throughout the day.',IRS,1,2020,D
1148,b'Read from @GinaEPA on how the United States is leading the international effort to #ActOnClimate: https://t.co/1H3ZafxtPo',ActOnClimate,402,2015,D
1,"b'Good news, IRS agreed to extend tax deadline &amp; waive late penalties for #NorthDakota residents impacted by the storm. http://t.co/49zE06t2ee'",NorthDakota,6,2013,R
5,b'NM has lost $100M in revenue to nat gas waste. Glad to see @EPA act to #cutmethane #actonclimate. My statement: https://t.co/pAVcRJM5Mk',cutmethane actonclimate,13,2016,D
142,"b"".@PPMHVAction CEO Ruth-Ellen Blodgett is my guest 4 #Jointsession - we're standing together 2 support wmn's health #StandWithPP @PPFA @PPact https://t.co/JRoBJkWVAa""",Jointsession StandWithPP,29,2017,D
4,b'I am glad TN will now have a voice on the House Freedom Caucus. Thank you all for your guidance and support. #TN04 http://t.co/LyBRvNKXn4',TN04,3,2015,R
305,"b'Under normal circumstances, delayed mail is unacceptable. During a pandemic and in the midst of a presidential election, it is catastrophic.\n \nWe are demanding the Trump postmaster general fix delays and avoid cost increases for election mail. #SaveUSPS\n \nRead more: https://t.co/683OCld5bj'",SaveUSPS,142,2020,D
4,"b'Thanks to @NewJerseyOAG and @ConsumerNJ, New Jerseyans can feel safer shopping this #CyberMonday. Remember to use safe purchasing practices when shopping this holiday season. \nhttps://t.co/ZgUUCcZkEQ'",CyberMonday,2,2019,D
5,b'#Brussels Suicide Bomber Slipped Terror Net via @WSJ. This is very concerning. More: https://t.co/cIHB2f7VMV',Brussels,6,2016,R
5,"b'If you were impacted by the #LNULightningComplex fires and need legal help, check out this hotline for free legal advice on everything from tenant issues, employment problems, repair and construction scams, and loan repayment. https://t.co/ZztUHrcDRk'",LNULightningComplex,2,,D
102,b'Takeaways from my #Questions4Comey:',Questions4Comey,32,2017,D
252,"b'Fun fact: after trying to ban Muslims, your dad\xe2\x80\x99s Administration just threatened Duke University for teaching classes that are ""too positive"" towards Islam. \n\nWe are smart enough to judge you and your father by your actions, not your lies.\n\n#NoBanAct #RepealTheBan https://t.co/fF4p9507MQ'",NoBanAct RepealTheBan,87,2019,D
7,b'STAY TUNED: I will be introducing legislation tomorrow to fundamentally reform the Congressional budget &amp; government funding process. We must stop the cycle of governing from one crisis to the next. #ALpolitics',ALpolitics,4,2018,R
1,b'Great speech by President Obama at Camp Pendleton today. Appreciate his words on #MST &amp; will continue to work w/ him to stop these crimes.',MST,0,2013,D
7,"b'#OnThisDay in 1773, a group of colonists dumped 342 chests of British tea into Boston Harbor, an event known as the #BostonTeaParty #OTD https://t.co/Eh0Sgr46zA'",OnThisDay BostonTeaParty OTD,2,2016,R
0,"b'Why I voted Yes on S.Con.Res. 10, for Emancipation Hall to be used to celebrate the birthday of King Kamehameha http://t.co/NL5l7bQQun #NY22'",NY22,1,2013,R
20,"b'#WI is home to more than 1,200 organic farms &amp; they are a strong driver of our agricultural economy. Our farmers work hard to make sure their products meet strict USDA organic standards &amp; we must make sure that all products sold in the U.S. meet those same rigorous standards.'",WI,6,2018,D
10,b'Thanks to Sailors aboard @USSHARRYSTRUMAN for your service &amp; for keeping #Americans safe from the threat of #ISIS https://t.co/H6SbuenHIx',Americans ISIS,9,2016,R
16,"b'You know, I never thought I would have to say this...but don\xe2\x80\x99t drink, inject or use disinfectant internally in any way.  \xe2\x81\xa6@realDonaldTrump\xe2\x81\xa9 isn\xe2\x80\x99t a doctor, and his lack of leadership is putting American lives at risk.  #CoronaVirusUpdates #COVID19  https://t.co/aRkxgLrlNg'",CoronaVirusUpdates COVID19,10,2020,D
9,"b'On this day in 1784, the #TreatyofParis was ratified by the Continental Congress, ending the #RevolutionaryWar.http://t.co/AONFTenkCe #PJNET'",TreatyofParis RevolutionaryWar PJNET,180,2014,R
27,"b'To mark #BlackMaternalHealthWeek, I\xe2\x80\x99m joining @RepAdams and @RepUnderwood to launch the Black Maternal Health Caucus and address the Black maternal health crisis in this country. #BMHW19 https://t.co/faeHcSCV5s'",BlackMaternalHealthWeek BMHW19,8,2019,D
3,"b'@RepDennyHeck: ""We have to be able to figure out the realities of the world and that\'s what this bill does and makes it a safer place."" \n\nThank you to my friend @RepDennyHeck for helping me lay out the case for #SAFEBanking today and for the last 6 years.'",SAFEBanking,2,2019,D
10,b'We need to give communities and #firefighters every tool possible. The combination of real-time mapping and GPS locators has been referred to by firefighters as the \xe2\x80\x9cHoly Grail\xe2\x80\x9d of wildland firefighting safety.\n\nhttps://t.co/guVo6K1McI',firefighters,3,2019,D
46,"b'This year, as @HouseDemocrats continue to deliver on our promises #ForThePeople, I cast 694 votes on the House Floor in Washington, D.C. https://t.co/TuEzVH9WVR'",ForThePeople,19,2019,D
64,"b'In Georgia, we\xe2\x80\x99ve already seen positive results from our criminal justice reform efforts led by @GovernorDeal, &amp; I\xe2\x80\x99m glad to see the #FirstStepAct pass the Senate to make federal reforms. Extra kudos to @RepDougCollins for his leadership on #PrisonReform. https://t.co/4nQ2aFKVY0'",FirstStepAct PrisonReform,16,2018,R
19,b'Thank you @LCVoters for meeting with me to discuss ways to protect our climate &amp; our #GA06 backyard! https://t.co/MdQyWkLilk',GA06,5,2019,D
9,"b""North Carolina is home to three #TeamUSA athletes competing in #PeyongChang2018. We'll be cheering you on! https://t.co/7lCMQJU0ZN""",TeamUSA PeyongChang2018,5,2018,D
55,b'Introduced the #SafeFreightAct which would require at least two crewmembers on board freight trains carrying cargo like crude oil &amp; allow for faster responses to emergencies. Read more: https://t.co/ZwPZprMfWH https://t.co/QPhYMhZr3p',SafeFreightAct,25,2018,D
4,b'Check out healthcare plans &amp; see if you &amp; your family qualify for financial assistance before open enrollment starts on Nov 1! #GetCovered https://t.co/4rckKy7XSH',GetCovered,8,2017,D
11,b'June is #MensHealthMonth! This month is important to heighten the awareness of preventable health problems and encourage patient education. https://t.co/8HwY7lnFce',MensHealthMonth,5,2019,R
5,b'Scenes from our first NBRC grant workshop of the day in Glens Falls \xe2\xac\x87\xef\xb8\x8f. Proud that my office is helping #NY21 by un-complicating the grant application process! https://t.co/CMbc5D9jaj',NY21,1,2019,R
45,b'37 degree weather will not stop this Californian from joining the American people and sending @realDonaldTrump a clear message: We DO NOT want more endless wars. #NoWarWithIran https://t.co/4BQpSRYiwp',NoWarWithIran,12,2020,D
12,"b'Thank you to everyone who participated in my 5th Tele-Town Hall related to #COVID\xe3\x83\xbc19. It was great speaking with you all! If you were unable to join or have questions, don\xe2\x80\x99t hesitate to reach out to one of my offices at 512-473-2357, 281-505-6130, or 202-226-8565. https://t.co/tLj6x9ZCCM'",COVIDー19,2,2020,R
19,b'THIS JUST IN: James Comey to testify @realDonaldTrump pressured him to shutdown part of #TrumpRussia investigation. https://t.co/qeoZugElcT',TrumpRussia,5,2017,D
28,"b'Ultimately, the offshore issue is about the larger principle of home rule and federalism, the idea that not all decisions should be made in Washington. #DontDrillSC https://t.co/lhPicF3Shu'",DontDrillSC,13,2018,R
12,"b""We can't afford to wait to take #climateaction. Far too much is at stake.\nhttps://t.co/BQpysbvtOg""",climateaction,5,2017,D
12,b'I\xe2\x80\x99m thankful for #diversity. We need #immigration reform focused on keeping families together rather than deporting honor students. (3/5)',diversity immigration,3,2016,D
33,"b'Our nation was founded on the principle of religious freedom - the 1st freedom in the 1st Amdt to the Constitution. Today, we honor that unique aspect of our nation\xe2\x80\x99s history &amp; recommit ourselves to ensuring it remains protected https://t.co/ahMnaJezhy #ReligiousFreedomDay'",ReligiousFreedomDay,13,2018,R
950,"b'2.5K residents of DC serve in the US Armed Forces.\n23K are Veterans.\n242 were casualties of the Vietnam War.\n1K were killed in action in WWII.\n \nYet, none of these Americans had a vote in Congress, where the decision to declare war is made. \n \nThe Senate must pass #DCStatehood. https://t.co/hmp1i2P8al'",DCStatehood,278,2020,D
28,b'Proud of the great #cybersecurity work the volunteers of @iamthecavalry have accomplished in their first 5 years. Keep it up!',cybersecurity,13,2018,D
0,"b'Reminder to #SouthDakota farmers, ranchers and businesses: deadlines approaching for rural energy funding. http://t.co/2T4fCzXZ'",SouthDakota,0,2012,D
7,"b'Today, we remember the innocent lives lost and the heroism of first responders, bystanders, and our fellow citizens. #NeverForget'",NeverForget,1,2017,R
16,b'Speaking w/Congressional Great Lakes Task Force &amp; members of the Canadian Parliament on importance of binational support for the #GreatLakes https://t.co/GfifkrP1Dy',GreatLakes,7,2017,D
2,"b'While NY is moving ambitious climate plans, the same cannot be said of our fed gov\xe2\x80\x99t. That\xe2\x80\x99s why @HouseDemocrats are supporting 37.1 billion in investments in @ENERGY research to:\n\xe2\x9c\x85Expand #CleanEnergy\n\xe2\x9c\x85Mitigate #ClimateChange\n\xe2\x9c\x85Clean up environmental hazards https://t.co/PTyLqRAerH'",CleanEnergy ClimateChange,3,2019,D
39,"b'@nnedv #FixNICS Act will save lives, prevent injuries, and reflects powerful bipartisan cooperation. Now is the time to pass this urgently-needed bill.'",FixNICS,10,2017,D
10,"b'In an effort to continue the discussion on the water quality issues in #Compton and #Willowbrook, I will be hosting a 2nd Town Hall on June 18 at George Washington Elementary in Compton. For more info and/or to report water discoloration, call my office at 310-831-1799. #CA44 https://t.co/hw1hqPVBe8'",Compton Willowbrook CA44,9,2018,D
1,"b""#Obamacare significantly reduced the number of uninsured Americans. Pay no mind to the @GOP's smear campaign. #ACA http://t.co/EVordx1nQL""",Obamacare ACA,1,2015,D
4,b'#MA parents: You are eligible for food assistance through Pandemic EBT if your child qualifies for free or reduced school meals. For more information and FAQs visit:\nhttps://t.co/qQp8SpKc62',MA,6,2020,D
10,"b'""The struggle of the #ChibokGirls kidnapped by #BokoHaram is ending. We will find them all,"" Nigeria\'s VP told our delegation. #BBOG https://t.co/UlZtoKomNM'",ChibokGirls BokoHaram BBOG,5,2017,D
2,b'There\xe2\x80\x99s no doubt that the MTR and the incredible leadership team there help make this community one people want to live and raise a family in. #MA3 3/3',MA3,0,2019,D
2,b'Appreciate your continued support and focus on protecting consumer financial information #datasecurity  https://t.co/Tx6P6Carhb',datasecurity,2,2015,R
328,b'Every day that Donald Trump fails to push factories to repurpose and produce more respirator masks under the #DPA to address the #PPEshortage means more &amp; more first responders and hospital workers will become infected with #COVID2019 while treating those who are sick.',DPA PPEshortage COVID2019,107,2020,D
0,"b""I support @BillHaslam 's request for emergency federal assistance in Dyer, Lake, Shelby, and Stewart counties #TN08 #TCOT""",TN08 TCOT,1,2011,R
1,"b""Looking forward to it, Dan! Tune in around 8:05 AM PT (11:05 AM ET) to @NewsTalk780KOH. I'll be joining @thedanmasonshow for another #COVID19 update. https://t.co/inwk2GbfOS""",COVID19,1,2020,R
6,b'#RedsOpeningDay RT @AnthonyMunozHOF: #cincyselfie with Dave Concepcion http://t.co/ElMA8YNhHH\xe2\x80\x9d @reds',RedsOpeningDay cincyselfie,2,2014,R
0,b'Watch our December Monthly Video Report here: https://t.co/4vpzJXFbsa #VA05',VA05,2,2015,R
35,"b'Today, we honor all #Veterans who have sacrificed so much in order to protect our lives, our liberties, and our individual pursuits of happiness. \n\nHowever, on this #VeteransDay, let us also remember all those who fought to protect a country that did not always protect them. https://t.co/jm1yG6RMNh'",Veterans VeteransDay,11,2019,D
2,b'I\xe2\x80\x99m joining Tim Bremel on @wclo1230 at 9:15am to discuss the latest on #coronavirus. Tune in!',coronavirus,1,2020,R
0,b'My amendment to the National Defense Authorization Act #HR2810 will crack down on international biz that support N Korean cyberattacks.',HR2810,1,2017,R
1,"b'#FF @RepLoisFrankel @RepDuckworth @RepRWilliams who support #HR1737, my #bipartisan bill to help consumers w/ #autofinancing discounts'",FF HR1737 bipartisan autofinancing,2,2015,R
1,b'DYK? Computing jobs are growing at 4X the average rate for all other types of work. #APPAZ06 #STEM http://t.co/2zRNZifMCJ',APPAZ06 STEM,1,2014,R
27,"b'Four years ago today, nine worshipers - #Emanuel9 - were shot at the Mother Emanuel church in Charleston, SC. My heart still breaks for those we lost &amp; their loved ones. Words are not enough though; we must honor their memories with action and work towards commonsense gun reform.'",Emanuel9,7,2019,D
50,"b'The American people do not need a \xe2\x80\x9cGrim Reaper\xe2\x80\x9d, @SenateMajLdr. They need a leader in the Senate who fights #ForThePeople &amp; allows votes on House passed bills to lower health care costs, prevent violence against women, &amp; reduce gun violence. #McConnellGraveyard #YourMoveMitch https://t.co/O1uE5NDFdi'",ForThePeople McConnellGraveyard YourMoveMitch,29,2019,D
0,b'Grateful for the support of @WomenOn20s #WomensEqualityDay  https://t.co/smz4K2GoyV',WomensEqualityDay,1,2015,D
1379,b'So-called Department of Justice will let Eric Garner\xe2\x80\x99s killer walk.  \n\nBut don\xe2\x80\x99t sleep too well tonight.\n\nThere is no statute of limitations for murder.\n\nJustice delayed will not be justice denied #EricGarner #RestInPower. https://t.co/HxXwwOZvO0',EricGarner RestInPower,539,2019,D
66,"b'As a fifth-generation Montanan and avid lover of our outdoors, I\xe2\x80\x99m proud to help lead the fight for full, mandatory funding of #LWCF.\n\nDon\xe2\x80\x99t just take it from me! \nCc: @MontanaTU https://t.co/U69oqbYap6'",LWCF,14,2020,R
7,b'#AZ continues to show leadership in supporting #veterans. @phxchamber hosting #ValleyVoicesVets forum on veteran employment. https://t.co/J9pVFyvMpl',AZ veterans ValleyVoicesVets,4,2016,D
28,b'On #InternationalWomensDay we honor the many achievements that women have made but also realize how much more work must be done to reach gender equality. We must continue to raise awareness and create solutions for gender parity. #IWD2018',InternationalWomensDay IWD2018,7,2018,D
621,b'Tonight I am guest hosting for @seanhannity on #FoxNews.  9:00p ET !!',FoxNews,68,2019,R
35,"b'#DidYouKnow: If you have an issue w/ a financial product or service, you can submit a complaint to the @CFPB here: https://t.co/uquJcl2591'",DidYouKnow,19,2017,D
3,b'There are just over two weeks left for #TX24 high school students to submit entries for the Congressional Art Competition. The Grand Prize winner gets their artwork hung in the @uscapitol for a year! \n\nLearn more: \n\xf0\x9f\x92\xbbhttps://t.co/XmLCuPP66m https://t.co/xmerFLfeHg',TX24,3,2018,R
15,b'Great program for high schoolers to earn college credits from @EmbryRiddle during #coronavirus \xe2\xac\x87\xef\xb8\x8f https://t.co/AF7d9diS9t',coronavirus,4,2020,R
8,b'#Hospice is a covered benefit for all eligible Medicare patients. Learn about your options during #HospiceMonth #hpm https://t.co/VO3KgGaOuL https://t.co/4qlwG43tAt',Hospice HospiceMonth hpm,6,2016,R
0,"b""RT @HouseForeign: #ClimateChange is a threat that transcends borders. That's why Trump\xe2\x80\x99s decision to pull out of the #ParisAgreement is dan\xe2\x80\xa6""",ClimateChange ParisAgreement,11,2019,D
6,b'PRESS RELEASE: Norcross Demands Action from @DHSgov &amp; @TheJusticeDept on #JCC Bomb Threats https://t.co/R7I0QBmVHW',JCC,2,2017,D
5,"b""#TeamDutch's Ashley was @ #sagamorependrybaltimore grand opening this AM - 150 jobs, most are city residents. Congrats to all! https://t.co/XyDYvZG55E""",TeamDutch sagamorependrybaltimore,1,2017,D
100,"b'ICYMI: My op-ed in @WSJ yesterday: ""Stop #Assad Now\xe2\x80\x94Or Expect Years of War"" https://t.co/tad2LBGbel'",Assad,95,2016,R
7,b'In between meetings today had honor of ringing the bell for @SalvationArmyUS #RedKettleReason #ia03 #MerryChristmas https://t.co/Kjoux55wN7',RedKettleReason ia03 MerryChristmas,7,2015,R
0,"b""RT @JECDems: .@RepDonaldPayne #Trumpcare would be disastrous to New Jersey residents' pockets and health. https://t.co/NQi2FfPWt7""",Trumpcare,3,2017,D
7,b'Chairing @SenateCommerce Surface Transportation Subcommittee hearing on freight policy. #Infrastructure TUNE IN: https://t.co/AGVeKLBGCB',Infrastructure,2,2017,R
0,b'Please click here to read about 3 bills I introduced today to rein in NSA surveillance tactics: http://t.co/2yKOIPcZa3 #netde',netde,3,2014,D
0,"b""RT @RepLawrence: #BankOnStudents Emergency Loan Refinancing Act lets student loan borrowers refinance existing loans to lower rates. Let's \xe2\x80\xa6""",BankOnStudents,109,2015,D
558,"b""The abortion bans we\xe2\x80\x99re seeing are not just wrong\xe2\x80\x94they're cruel. And they\xe2\x80\x99re designed to control women\xe2\x80\x99s decisions and criminalize doctors.\n\nWe have a tough fight ahead\xe2\x80\x94but I\xe2\x80\x99ve never believed more in the power of women\xe2\x80\x99s voices to make change than I do today. #StopTheBans https://t.co/yaiffHaCBm""",StopTheBans,119,2019,D
10,b'Why is agriculture important to #Virginia? \xf0\x9f\x8c\xb1 Economic impact of ag &amp; forestry in Va. rose 30% from 2013 to 2016. https://t.co/X1bizeK8cY',Virginia,7,2017,R
2,"b'Congrats to Ashtabula native Justin Nigro, who won @Jeopardy last night! What is ""making #OH14 proud""? Read more: http://t.co/L4IKK0p1pk'",OH14,3,2014,R
349,"b""On this #NationalDayofPrayer let us give thanks for the fundamental truth that God listens and answers our prayers. Iowa's passage of  Heartbeat Protection for unborn babies is His latest answer to many, many of our heartfelt prayers.""",NationalDayofPrayer,79,2018,R
1,b'#Donvita #SuperSpreaderInChief #CaptainContagious https://t.co/l6ZiT8L1jl',Donvita SuperSpreaderInChief CaptainContagious,1,,D
45,"b'Sincere condolences to Willie Dixon\xe2\x80\x99s loved ones and his @abc13houston family as they mourn his passing.\n\n#Houston has lost an important voice in local journalism who was committed to delivering high-quality, fact-based news coverage. May he Rest In Peace. https://t.co/jzctuX49QK'",Houston,18,2020,D
112,"b'Any vote on whether to confirm Brett Kavanaugh must occur only after the #FBI has completed a credible, thorough investigation and all #Senators have had the opportunity to meaningfully review its findings.  My full statement below -  #StopKavanaugh #IBelieveChristine https://t.co/diUAYPBuhi'",FBI Senators StopKavanaugh IBelieveChristine,51,2018,D
8,"b""It's past time for the #PaycheckFairness Act, which would help break harmful patterns of pay discrimination. The public overwhelmingly supports it and women and their families cannot afford to wait. #Ledbetter10 https://t.co/hLSrnAyJyP""",PaycheckFairness Ledbetter10,3,2019,D
5,"b""Trump's first #100days have been one disaster after another for working families. Visit the DWWG page to learn more: https://t.co/02dg7pA4FU https://t.co/vnAEHRW9VT""",100days,6,2017,D
27,"b'The Family &amp; Medical Leave Act was signed 25 years ago today, marking a critical step forward for women &amp; families. This #FMLA25, we commit to fulfilling its promise through #paidleave that allows workers to care &amp; provide for themselves &amp; their families while keeping their jobs. https://t.co/VgJCAWsJoO'",FMLA25 paidleave,7,2018,D
14,"b'. @CFPB put nearly $12 billion back into the pockets of 30 million consumers and addressed over 1.2 million complaints about financial institutions. Now, Washington Republicans are undermining the CFPB on behalf of special interests. Time to put #ConsumersFirst!'",ConsumersFirst,3,2019,D
8,"b'Coming up at 5:15am, I will be joining @FoxFriendsFirst to discuss the President @realDonaldTrump  #SOTU Address, border security and gov\xe2\x80\x99t funding. \xf0\x9f\x93\xba Talk to you soon @jillianmele and @SchmittNYC! https://t.co/9fMmwF1tyz'",SOTU,1,2019,R
245,"b'Great day to be in Rochester, celebrating the next steps in the #InnerLoop project, creating the new face of Rochester that will drive development here to new heights for decades to come. #ROC https://t.co/klwVCDDE1z'",InnerLoop ROC,50,2017,D
2,b'Glad to see presidential candidates promoting the #skilledtrades. https://t.co/bxvx6MZyVy  https://t.co/yvVQzioaUW',skilledtrades,0,2015,R
1131,"b""Had a productive working session with my @NATO counterparts in #Brussels. We remain committed to this great Alliance. As I emphasized in today's meeting, our Allies must increase their defense investment in order for #NATO to adapt to the new security risks we face. https://t.co/GpkgCgIqdx""",Brussels NATO,324,2019,R
10,"b'#DYK the taxpayer dollars that this Admin plans to waste could have fixed the Flint water crisis 132X &amp; paid off loan debt for roughly 241,600 students? We should be investing these funds into things that the American people need NOT a wasteful wall.\n\nhttps://t.co/cLQ2UGLS23'",DYK,3,2020,D
0,"b'#TaxReform, #RegulatoryReform, added #NationalSecurity measures\xe2\x80\xa6just some of last week\xe2\x80\x99s progress. READ MORE: https://t.co/iQWezzZzMd'",TaxReform RegulatoryReform NationalSecurity,2,2017,R
3,b'America\xe2\x80\x99s economy is strong! Today\xe2\x80\x99s report shows that the economy continues to flourish under the new tax code. Just imagine what we could do if the Democrats stopped focusing on impeachment and worked with us to pass #USMCA and further the U.S. economy. https://t.co/n6cZnPfqkY',USMCA,1,2019,R
91,"b'Congress has an obligation to serve as the People\xe2\x80\x99s check &amp; balance to the abuse of power.  The framers of the Constitution sought a nation committed to uphold the promise of justice, integrity and independence. The House delivered a vote keeping that promise. #DefendOurDemocracy https://t.co/4OIGVtulRn'",DefendOurDemocracy,12,2019,D
3,b'Learn about the #bipartisan bill supported by:\n\xe2\x98\x91 9/11 Commission Chair Tom Kean\n\xe2\x98\x91 Former Sec. of Homeland... https://t.co/fQERau2Eve',bipartisan,2,2017,R
0,b'Don\xe2\x80\x99t miss my #WeeklyWrapUp video on my Facebook page! #OK2 https://t.co/LWZFZmAEUe',WeeklyWrapUp OK2,1,2016,R
2,b'Debate should be abt Hillary\xe2\x80\x99s ruinous policy of embracing #MuslimBrotherhood https://t.co/zkaSxprqrp @SquawkCNBC @BeckyQuick @andrewsorkin',MuslimBrotherhood,2,2016,R
6,"b'Day 2 of @EdLaborCmte\xe2\x80\x99s markup of the #CollegeAffordabilityAct. It\xe2\x80\x99s going to be a long day but it\xe2\x80\x99ll be worth it to:\n\n\xe2\x9c\x85Expand Pell Grants\n\xe2\x9c\x85Crack down on predatory for-profit schools\n\xe2\x9c\x85Expand access to low-interest student loans\n\nAnd much, much, much more. https://t.co/wZDR4XKVdf'",CollegeAffordabilityAct,3,2019,D
7,"b'.@Lowes expands benefits packages to include maternity and parental leave and adoption assistance, gives $1000 bonuses to employees because of #TaxCutsandJobsAct https://t.co/gSRoHo2GAU'",TaxCutsandJobsAct,2,2018,R
5,"b""The #FDA shouldn't interfere with dying patients' right to experimental treatments. #RighttoTry https://t.co/ELx9dP9b2o""",FDA RighttoTry,5,2018,R
185,"b""Had a great talk with @TexasWheat and @wheatworld about the #USMCA today. With about 50% of Texas wheat being exported to foreign markets each year, it's imperative that we ratify this agreement to enhance trade opportunities for our wheat growers, and all farmers and ranchers. https://t.co/UOaq6KHdoX""",USMCA,59,2019,R
21,"b""Happy birthday to Social Security, one of our nation's greatest achievements! We need to #ExpandSocialSecurity to ensure every worker can retire with dignity and freedom. #SocSec85 https://t.co/0XeSC3Xstc""",ExpandSocialSecurity SocSec85,14,2020,D
18,b'Washingtonians: You still have time to sign up for health insurance for 2018 coverage. Don\xe2\x80\x99t miss your chance to #GetCovered\xe2\x80\x93log in to your account at https://t.co/s4cmp66LIB and find a plan that best meets your and your family\xe2\x80\x99s needs. [IMAGE] https://t.co/aWvRNclARl',GetCovered,23,2018,D
31,"b'Big Pharma price gouging on insulin is a public health emergency. No one should be forced to choose between the basic necessities of rent, food, and prescriptions and medical care. #EndRxMonopolyPrices #LowerDrugPricesNow #AffordableInsulinNow https://t.co/R4MYb4V8BV'",EndRxMonopolyPrices LowerDrugPricesNow AffordableInsulinNow,8,2019,D
1169,"b'In the weekly address, President Obama explains the comprehensive #IranDeal: http://t.co/khCtEXhIhA'",IranDeal,513,2015,D
11,"b'Miss Taylor Carson sent me a letter and invited me to speak at Westwood Elementary School. Today she introduced me to her classmates. We are talking about Congress, government, education, and leadership! #AR3 https://t.co/Y8jgQa7MKt'",AR3,3,2019,R
300,b'Brett Kavanaugh would have helped the Trump administration keep a young girl in federal custody to prevent her obtaining constitutionally protected health care. #WhatsAtStake https://t.co/LiSC2EHjoD',WhatsAtStake,166,2018,D
136,"b'2012: #DACA announced.\n2017: Trump ends DACA.\n2019: House passes #DreamAndPromiseAct.\n\nWe need #DreamAndPromiseNow to put Dreamers on a pathway to citizenship. If Republicans claim to care about Dreamers, @senatemajldr should take this to a vote. https://t.co/C1Cw5uxCat'",DACA DreamAndPromiseAct DreamAndPromiseNow,49,2019,D
2,b'Just sent letter to #SecDef Carter (@DeptofDefense) looking for answers to runaway blimp fiasco. https://t.co/PXcgMK3b1A',SecDef,0,2015,R
17,"b'What happened yesterday to San Marcos PD Officer Ken Copeland is absolutely heartbreaking and should never happen. Officer Copeland will not be forgotten, and my prayers all with his family and everyone affected. We must remember to always  #BackTheBlue'",BackTheBlue,5,2017,R
72,"b'Where you live shouldn\xe2\x80\x99t affect on whether you can get health care. On #NationalRuralHealthDay, let\xe2\x80\x99s renew our commitment to finding new, innovative methods to bring quality health care to rural NM communities.'",NationalRuralHealthDay,19,2018,D
3,"b""Inspired by @GabbyGiffords' courage to advocate for gun safety reform from the scene of the Tucson shooting. #NowIsTheTime""",NowIsTheTime,6,2013,D
53,"b'Sen. Johnson has fully embraced Donald Trump, and their vision for Wisconsin would be a disaster. #WISen https://t.co/zMPnSbzNec'",WISen,61,2016,D
0,"b""Yesterday, I joined KY Delegation to support @GovSteveBeshear's request for expedited disaster aid: http://t.co/CpctHUGp #tornadoes""",tornadoes,0,2012,R
11,b'Nevadans shouldn\xe2\x80\x99t have to choose between their jobs and their families.\n\nI\xe2\x80\x99m proud to participate in today\xe2\x80\x99s @WaysMeansCmte hearing on #PaidFamilyLeave.\n\nEven prouder to co-sponsor the #FamilyAct \xe2\x80\x93 comprehensive legislation to give working families the #PaidLeave they deserve. https://t.co/L7wwiarCi2',PaidFamilyLeave FamilyAct PaidLeave,9,2019,D
